,Drug,Treated,Repulls,Mortalities,Treatment Success(%),Case Fatality Rate(%),$/Hd/Rx,Treatment $,Month,Year,Risk,Season
13,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
14,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
15,Draxxin,5586,417.0,268.0,0.93,0.05,44.38,247915.99,June,2018,High,Other
16,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
18,Excede,724,63.0,32.0,0.91,0.04,34.51,24988.86,June,2018,High,Other
19,ExcedeAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
20,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
21,Excenel,187,23.0,55.0,0.88,0.29,30.31,5667.97,June,2018,High,Other
22,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
23,LA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
24,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
25,MassRxDraxxin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
26,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
27,MassRxExcede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
28,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
29,MassRxMicotil,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
30,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
31,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
33,MassRxZactran,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
0,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
1,MassRxZuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
2,Micotil,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
3,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
4,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
5,Naxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
6,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
7,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
8,Nuflor,495,126.0,53.0,0.75,0.11,35.7,17673.97,June,2018,High,Other
9,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
10,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
11,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
12,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
13,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
14,Polyflex,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
15,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
16,ResflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
17,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
18,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
19,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
20,Zactran,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
21,Zuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,High,Other
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
5,Advocin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
6,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
7,Baytril,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
8,BaytrilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
9,BaytrilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
10,Bio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
11,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
12,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
13,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
14,Draxxin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
15,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
16,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
17,Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
18,ExcedeAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
19,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
20,Excenel,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
21,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
22,LA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
23,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
24,MassRxDraxxin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
25,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
26,MassRxExcede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
27,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
28,MassRxMicotil,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
29,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
30,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
31,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
32,MassRxZactran,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
33,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
0,MassRxZuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
1,Micotil,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
2,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
3,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
4,Naxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
5,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
6,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
7,Nuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
8,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
9,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
10,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
12,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
13,Polyflex,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
14,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
15,ResflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
17,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
18,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
19,Zactran,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
20,Zuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,UltraHigh,Other
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
5,Advocin,46,17.0,11.0,0.63,0.24,46.69,2147.74,June,2018,Natural,Other
6,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
7,Baytril,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
8,BaytrilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
9,BaytrilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
10,Bio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
11,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
12,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
13,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
14,Draxxin,231,76.0,15.0,0.67,0.06,38.85,8974.35,June,2018,Natural,Other
15,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
16,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
17,Excede,86,21.0,5.0,0.76,0.06,28.91,2486.26,June,2018,Natural,Other
18,ExcedeAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
19,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
20,Excenel,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
21,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
22,LA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
23,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
24,MassRxDraxxin,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
25,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
26,MassRxExcede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
27,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
28,MassRxMicotil,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
29,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
30,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
31,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
32,MassRxZactran,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
33,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,June,2018,Natural,Other
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
5,Advocin,286,0.0,37.0,1.0,0.13,32.19,9206.34,July,2018,Low,Other
6,AdvocinAs2ndRx,339,0.0,37.0,1.0,0.11,0.0,0.0,July,2018,Low,Other
7,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
8,Baytril,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
9,BaytrilAs2ndRx,636,0.0,82.0,1.0,0.13,0.0,0.0,July,2018,Low,Other
10,BaytrilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
11,Bio-Mycin,78,2.0,2.0,0.97,0.03,6.04,471.12,July,2018,Low,Other
12,Bio-MyicnAs3rdRx,7,0.0,3.0,1.0,0.43,3.12,21.84,July,2018,Low,Other
13,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
14,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
15,Draxxin,8810,407.0,405.0,0.95,0.05,40.63,357950.3,July,2018,Low,Other
16,DraxxinAs2ndRx,64,2.0,9.0,0.97,0.14,33.53,2145.92,July,2018,Low,Other
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
18,Excede,5,1.0,0.0,0.8,0.0,26.47,132.35,July,2018,Low,Other
19,ExcedeAs2ndRx,4,0.0,0.0,1.0,0.0,16.93,67.72,July,2018,Low,Other
20,ExcedeAs3rdRx,99,0.0,32.0,1.0,0.32,0.0,0.0,July,2018,Low,Other
21,Excenel,2,0.0,1.0,1.0,0.5,0.0,0.0,July,2018,Low,Other
22,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
23,LA-200,48,0.0,0.0,1.0,0.0,6.57,315.36,July,2018,Low,Other
24,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
25,MassRxDraxxin,856,0.0,45.0,1.0,0.05,13.99,11975.44,July,2018,Low,Other
26,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
27,MassRxExcede,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
28,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
29,MassRxMicotil,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
30,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
31,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
0,MassRxZuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
1,Micotil,30,0.0,0.0,1.0,0.0,15.62,468.6,July,2018,Natural,Other
2,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
3,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
4,Naxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
5,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
6,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
7,Nuflor,48,12.0,1.0,0.75,0.02,37.18,1784.64,July,2018,Natural,Other
8,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
9,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
10,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
12,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
13,Polyflex,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
14,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
15,ResflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
17,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
18,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
19,Zactran,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
20,Zuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Natural,Other
0,MassRxZactran,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
1,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
2,MassRxZuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
3,Micotil,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
4,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
5,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
6,Naxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
7,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
8,NaxcelAs3rdRx,48,0.0,11.0,1.0,0.23,0.0,0.0,July,2018,Low,Other
9,Nuflor,444,111.0,61.0,0.75,0.14,41.65,18492.6,July,2018,Low,Other
10,NuflorAs2ndRx,27,0.0,3.0,1.0,0.11,0.0,0.0,July,2018,Low,Other
11,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
12,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
13,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
14,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
15,Polyflex,41,0.0,2.0,1.0,0.05,3.76,154.16,July,2018,Low,Other
16,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
17,ResflorGold,147,14.0,16.0,0.9,0.11,31.67,4654.76,July,2018,Low,Other
18,ResflorGoldAs2ndRx,2,0.0,1.0,1.0,0.5,27.84,55.68,July,2018,Low,Other
19,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
20,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
21,Zactran,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
22,Zuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Low,Other
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
5,Advocin,1004,131.0,146.0,0.87,0.15,43.73,43901.91,July,2018,Moderate,Other
6,AdvocinAs2ndRx,31,0.0,4.0,1.0,0.13,0.0,0.0,July,2018,Moderate,Other
7,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
8,Baytril,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
9,BaytrilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
10,BaytrilAs3rdRx,247,0.0,51.0,1.0,0.21,0.0,0.0,July,2018,Moderate,Other
11,Bio-Mycin,1264,133.0,28.0,0.89,0.02,8.71,11013.65,July,2018,Moderate,Other
12,Bio-MyicnAs3rdRx,33,4.0,5.0,0.88,0.15,6.67,220.11,July,2018,Moderate,Other
13,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
14,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
15,Draxxin,5206,678.0,267.0,0.87,0.05,38.69,201443.28,July,2018,Moderate,Other
16,DraxxinAs2ndRx,91,19.0,7.0,0.79,0.08,31.6,2875.15,July,2018,Moderate,Other
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
18,Excede,525,179.0,46.0,0.66,0.09,33.42,17546.38,July,2018,Moderate,Other
19,ExcedeAs2ndRx,184,0.0,32.0,1.0,0.17,0.0,0.0,July,2018,Moderate,Other
20,ExcedeAs3rdRx,497,0.0,142.0,1.0,0.29,0.0,0.0,July,2018,Moderate,Other
21,Excenel,45,0.0,5.0,1.0,0.11,55.21,2484.45,July,2018,Moderate,Other
22,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
23,LA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
24,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
25,MassRxDraxxin,189,23.0,1.0,0.88,0.01,24.92,4709.88,July,2018,Moderate,Other
26,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
27,MassRxExcede,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
28,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
29,MassRxMicotil,5465,360.0,37.0,0.93,0.01,0.0,0.0,July,2018,Moderate,Other
30,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
31,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
33,MassRxZactran,198,37.0,5.0,0.81,0.03,19.78,3916.44,July,2018,Moderate,Other
0,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
1,MassRxZuprevo,1989,31.0,13.0,0.98,0.01,24.71,49141.56,July,2018,Moderate,Other
2,Micotil,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
3,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
4,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
5,Naxcel,10,0.0,0.0,1.0,0.0,38.54,385.4,July,2018,Moderate,Other
6,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
7,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
8,Nuflor,987,296.0,117.0,0.7,0.12,38.34,37843.55,July,2018,Moderate,Other
9,NuflorAs2ndRx,45,15.0,5.0,0.67,0.11,35.52,1598.4,July,2018,Moderate,Other
10,NuflorAs3rdRx,231,0.0,88.0,1.0,0.38,0.0,0.0,July,2018,Moderate,Other
11,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
12,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
13,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
14,Polyflex,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
15,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
16,ResflorGold,187,34.0,16.0,0.82,0.09,33.08,6186.43,July,2018,Moderate,Other
17,ResflorGoldAs2ndRx,807,13.0,120.0,0.98,0.15,25.99,20977.96,July,2018,Moderate,Other
18,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
19,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,Moderate,Other
20,Zactran,239,19.0,11.0,0.92,0.05,25.73,6150.66,July,2018,Moderate,Other
21,Zuprevo,1344,0.0,140.0,1.0,0.1,25.21,33882.24,July,2018,Moderate,Other
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
5,Advocin,290,37.0,27.0,0.87,0.09,36.54,10596.6,July,2018,High,Other
6,AdvocinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
7,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
8,Baytril,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
9,BaytrilAs2ndRx,642,51.0,42.0,0.92,0.07,24.96,16024.32,July,2018,High,Other
10,BaytrilAs3rdRx,323,24.0,34.0,0.93,0.11,28.72,9276.56,July,2018,High,Other
11,Bio-Mycin,286,48.0,6.0,0.83,0.02,11.3,3231.8,July,2018,High,Other
12,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
13,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
14,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
15,Draxxin,5195,174.0,238.0,0.97,0.05,43.62,226631.87,July,2018,High,Other
16,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
18,Excede,761,42.0,31.0,0.94,0.04,39.83,30310.63,July,2018,High,Other
19,ExcedeAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
20,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,July,2018,High,Other
21,Excenel,270,31.0,46.0,0.89,0.17,28.84,7786.8,July,2018,High,Other
